,steps
1223,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:22:00'}"
1224,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:21:00'}"
1225,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:20:00'}"
1226,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:19:00'}"
1227,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:18:00'}"
1228,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:17:00'}"
1229,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:16:00'}"
1230,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:15:00'}"
1231,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:14:00'}"
1232,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:13:00'}"
1233,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:12:00'}"
1234,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:11:00'}"
1235,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:10:00'}"
1236,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:09:00'}"
1237,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:08:00'}"
1238,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:07:00'}"
1239,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:06:00'}"
1240,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:05:00'}"
1241,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:04:00'}"
1242,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:03:00'}"
1243,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:02:00'}"
1244,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:01:00'}"
1245,"{u'date': u'2013-09-07', u'steps': u'0', u'time': u'00:00:00'}"
1246,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:59:00'}"
1247,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:58:00'}"
1248,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:57:00'}"
1249,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:56:00'}"
1250,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:55:00'}"
1251,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:54:00'}"
1252,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:53:00'}"
1253,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:52:00'}"
1254,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:51:00'}"
1255,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:50:00'}"
1256,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:49:00'}"
1257,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:48:00'}"
1258,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:47:00'}"
1259,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:46:00'}"
1260,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:45:00'}"
1261,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:44:00'}"
1262,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:43:00'}"
1263,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:42:00'}"
1264,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:41:00'}"
1265,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:40:00'}"
1266,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:39:00'}"
1267,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:38:00'}"
1268,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:37:00'}"
1269,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:36:00'}"
1270,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:35:00'}"
1271,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:34:00'}"
1272,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:33:00'}"
1273,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:32:00'}"
1274,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:31:00'}"
1275,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:30:00'}"
1276,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:29:00'}"
1277,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:28:00'}"
1278,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:27:00'}"
1279,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:26:00'}"
1280,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:25:00'}"
1281,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:24:00'}"
1282,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:23:00'}"
1283,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:22:00'}"
1284,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:21:00'}"
1285,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:20:00'}"
1286,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:19:00'}"
1287,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:18:00'}"
1288,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:17:00'}"
1289,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:16:00'}"
1290,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:15:00'}"
1291,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:14:00'}"
1292,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:13:00'}"
1293,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:12:00'}"
1294,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:11:00'}"
1295,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:10:00'}"
1296,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:09:00'}"
1297,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:08:00'}"
1298,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:07:00'}"
1299,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:06:00'}"
1300,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:05:00'}"
1301,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:04:00'}"
1302,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:03:00'}"
1303,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:02:00'}"
1304,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:01:00'}"
1305,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'23:00:00'}"
1306,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:59:00'}"
1307,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:58:00'}"
1308,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:57:00'}"
1309,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:56:00'}"
1310,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:55:00'}"
1311,"{u'date': u'2013-09-06', u'steps': u'20', u'time': u'22:54:00'}"
1312,"{u'date': u'2013-09-06', u'steps': u'63', u'time': u'22:53:00'}"
1313,"{u'date': u'2013-09-06', u'steps': u'8', u'time': u'22:52:00'}"
1314,"{u'date': u'2013-09-06', u'steps': u'9', u'time': u'22:51:00'}"
1315,"{u'date': u'2013-09-06', u'steps': u'22', u'time': u'22:50:00'}"
1316,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:49:00'}"
1317,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:48:00'}"
1318,"{u'date': u'2013-09-06', u'steps': u'17', u'time': u'22:47:00'}"
1319,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:46:00'}"
1320,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:45:00'}"
1321,"{u'date': u'2013-09-06', u'steps': u'57', u'time': u'22:44:00'}"
1322,"{u'date': u'2013-09-06', u'steps': u'45', u'time': u'22:43:00'}"
1323,"{u'date': u'2013-09-06', u'steps': u'24', u'time': u'22:42:00'}"
1324,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:41:00'}"
1325,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:40:00'}"
1326,"{u'date': u'2013-09-06', u'steps': u'32', u'time': u'22:39:00'}"
1327,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:38:00'}"
1328,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:37:00'}"
1329,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:36:00'}"
1330,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:35:00'}"
1331,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:34:00'}"
1332,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:33:00'}"
1333,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:32:00'}"
1334,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:31:00'}"
1335,"{u'date': u'2013-09-06', u'steps': u'19', u'time': u'22:30:00'}"
1336,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:29:00'}"
1337,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:28:00'}"
1338,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:27:00'}"
1339,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:26:00'}"
1340,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:25:00'}"
1341,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:24:00'}"
1342,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:23:00'}"
1343,"{u'date': u'2013-09-06', u'steps': u'1', u'time': u'22:22:00'}"
1344,"{u'date': u'2013-09-06', u'steps': u'14', u'time': u'22:21:00'}"
1345,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:20:00'}"
1346,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:19:00'}"
1347,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:18:00'}"
1348,"{u'date': u'2013-09-06', u'steps': u'6', u'time': u'22:17:00'}"
1349,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:16:00'}"
1350,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:15:00'}"
1351,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:14:00'}"
1352,"{u'date': u'2013-09-06', u'steps': u'7', u'time': u'22:13:00'}"
1353,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:12:00'}"
1354,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:11:00'}"
1355,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:10:00'}"
1356,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:09:00'}"
1357,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:08:00'}"
1358,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:07:00'}"
1359,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:06:00'}"
1360,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:05:00'}"
1361,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:04:00'}"
1362,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:03:00'}"
1363,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:02:00'}"
1364,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:01:00'}"
1365,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'22:00:00'}"
1366,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:59:00'}"
1367,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:58:00'}"
1368,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:57:00'}"
1369,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:56:00'}"
1370,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:55:00'}"
1371,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:54:00'}"
1372,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:53:00'}"
1373,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:52:00'}"
1374,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:51:00'}"
1375,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:50:00'}"
1376,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:49:00'}"
1377,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:48:00'}"
1378,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:47:00'}"
1379,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:46:00'}"
1380,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:45:00'}"
1381,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:44:00'}"
1382,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:43:00'}"
1383,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:42:00'}"
1384,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:41:00'}"
1385,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:40:00'}"
1386,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:39:00'}"
1387,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:38:00'}"
1388,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:37:00'}"
1389,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:36:00'}"
1390,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:35:00'}"
1391,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:34:00'}"
1392,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:33:00'}"
1393,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:32:00'}"
1394,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:31:00'}"
1395,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:30:00'}"
1396,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:29:00'}"
1397,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:28:00'}"
1398,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:27:00'}"
1399,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:26:00'}"
1400,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:25:00'}"
1401,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:24:00'}"
1402,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:23:00'}"
1403,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:22:00'}"
1404,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:21:00'}"
1405,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:20:00'}"
1406,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:19:00'}"
1407,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:18:00'}"
1408,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:17:00'}"
1409,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:16:00'}"
1410,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:15:00'}"
1411,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:14:00'}"
1412,"{u'date': u'2013-09-06', u'steps': u'25', u'time': u'21:13:00'}"
1413,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:12:00'}"
1414,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:11:00'}"
1415,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:10:00'}"
1416,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:09:00'}"
1417,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:08:00'}"
1418,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:07:00'}"
1419,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:06:00'}"
1420,"{u'date': u'2013-09-06', u'steps': u'40', u'time': u'21:05:00'}"
1421,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:04:00'}"
1422,"{u'date': u'2013-09-06', u'steps': u'37', u'time': u'21:03:00'}"
1423,"{u'date': u'2013-09-06', u'steps': u'19', u'time': u'21:02:00'}"
1424,"{u'date': u'2013-09-06', u'steps': u'30', u'time': u'21:01:00'}"
1425,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'21:00:00'}"
1426,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:59:00'}"
1427,"{u'date': u'2013-09-06', u'steps': u'7', u'time': u'20:58:00'}"
1428,"{u'date': u'2013-09-06', u'steps': u'14', u'time': u'20:57:00'}"
1429,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:56:00'}"
1430,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:55:00'}"
1431,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:54:00'}"
1432,"{u'date': u'2013-09-06', u'steps': u'32', u'time': u'20:53:00'}"
1433,"{u'date': u'2013-09-06', u'steps': u'8', u'time': u'20:52:00'}"
1434,"{u'date': u'2013-09-06', u'steps': u'9', u'time': u'20:51:00'}"
1435,"{u'date': u'2013-09-06', u'steps': u'7', u'time': u'20:50:00'}"
1436,"{u'date': u'2013-09-06', u'steps': u'18', u'time': u'20:49:00'}"
1437,"{u'date': u'2013-09-06', u'steps': u'16', u'time': u'20:48:00'}"
1438,"{u'date': u'2013-09-06', u'steps': u'10', u'time': u'20:47:00'}"
1439,"{u'date': u'2013-09-06', u'steps': u'10', u'time': u'20:46:00'}"
1440,"{u'date': u'2013-09-06', u'steps': u'13', u'time': u'20:45:00'}"
1441,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:44:00'}"
1442,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:43:00'}"
1443,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:42:00'}"
1444,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:41:00'}"
1445,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:40:00'}"
1446,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:39:00'}"
1447,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:38:00'}"
1448,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:37:00'}"
1449,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:36:00'}"
1450,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:35:00'}"
1451,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:34:00'}"
1452,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:33:00'}"
1453,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:32:00'}"
1454,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:31:00'}"
1455,"{u'date': u'2013-09-06', u'steps': u'10', u'time': u'20:30:00'}"
1456,"{u'date': u'2013-09-06', u'steps': u'25', u'time': u'20:29:00'}"
1457,"{u'date': u'2013-09-06', u'steps': u'11', u'time': u'20:28:00'}"
1458,"{u'date': u'2013-09-06', u'steps': u'6', u'time': u'20:27:00'}"
1459,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:26:00'}"
1460,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:25:00'}"
1461,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:24:00'}"
1462,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:23:00'}"
1463,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:22:00'}"
1464,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:21:00'}"
1465,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:20:00'}"
1466,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:19:00'}"
1467,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:18:00'}"
1468,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:17:00'}"
1469,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:16:00'}"
1470,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:15:00'}"
1471,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:14:00'}"
1472,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:13:00'}"
1473,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:12:00'}"
1474,"{u'date': u'2013-09-06', u'steps': u'27', u'time': u'20:11:00'}"
1475,"{u'date': u'2013-09-06', u'steps': u'18', u'time': u'20:10:00'}"
1476,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:09:00'}"
1477,"{u'date': u'2013-09-06', u'steps': u'38', u'time': u'20:08:00'}"
1478,"{u'date': u'2013-09-06', u'steps': u'23', u'time': u'20:07:00'}"
1479,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:06:00'}"
1480,"{u'date': u'2013-09-06', u'steps': u'4', u'time': u'20:05:00'}"
1481,"{u'date': u'2013-09-06', u'steps': u'19', u'time': u'20:04:00'}"
1482,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:03:00'}"
1483,"{u'date': u'2013-09-06', u'steps': u'8', u'time': u'20:02:00'}"
1484,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:01:00'}"
1485,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'20:00:00'}"
1486,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:59:00'}"
1487,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:58:00'}"
1488,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:57:00'}"
1489,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:56:00'}"
1490,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:55:00'}"
1491,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:54:00'}"
1492,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:53:00'}"
1493,"{u'date': u'2013-09-06', u'steps': u'29', u'time': u'19:52:00'}"
1494,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:51:00'}"
1495,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:50:00'}"
1496,"{u'date': u'2013-09-06', u'steps': u'6', u'time': u'19:49:00'}"
1497,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:48:00'}"
1498,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:47:00'}"
1499,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:46:00'}"
1500,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:45:00'}"
1501,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:44:00'}"
1502,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:43:00'}"
1503,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:42:00'}"
1504,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:41:00'}"
1505,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:40:00'}"
1506,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:39:00'}"
1507,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:38:00'}"
1508,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:37:00'}"
1509,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:36:00'}"
1510,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:35:00'}"
1511,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:34:00'}"
1512,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:33:00'}"
1513,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:32:00'}"
1514,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:31:00'}"
1515,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:30:00'}"
1516,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:29:00'}"
1517,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:28:00'}"
1518,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:27:00'}"
1519,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:26:00'}"
1520,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:25:00'}"
1521,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:24:00'}"
1522,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:23:00'}"
1523,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:22:00'}"
1524,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:21:00'}"
1525,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:20:00'}"
1526,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:19:00'}"
1527,"{u'date': u'2013-09-06', u'steps': u'4', u'time': u'19:18:00'}"
1528,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:17:00'}"
1529,"{u'date': u'2013-09-06', u'steps': u'4', u'time': u'19:16:00'}"
1530,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:15:00'}"
1531,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:14:00'}"
1532,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'19:13:00'}"
